sec,nanosec,ax,ay,az,wx,wy,wz,qw,qx,qy,qz
1746370415,347937597,-0.4740519287109375,-0.3112462158203125,9.739612353515625,0.009587379924285258,0.008522115488253563,0.005326322180158476,-0.5752217173576355,0.02927669882774353,-0.0009421308641321957,-0.8174729347229004
1746370415,367836316,-0.5123591552734374,-0.28730419921875,9.739612353515625,0.005326322180158476,0.011717908796348648,0.006391586616190171,-0.5751269459724426,0.029952002689242363,-0.0026416487526148558,-0.8175114989280701
1746370415,387892543,-0.5219359619140624,-0.239420166015625,9.749189160156249,-0.004261057744126781,0.009587379924285258,0.005326322180158476,-0.5750517249107361,0.029390109702944756,-0.004443626385182142,-0.8175770044326782
1746370415,407940706,-0.51714755859375,-0.239420166015625,9.725247143554688,-0.0021305288720633907,0.009587379924285258,0.0031957933080950856,-0.5750059485435486,0.028819480910897255,-0.005222829524427652,-0.8176248073577881
1746370415,427710367,-0.49799394531249996,-0.2537853759765625,9.730035546875,0.007456851052221867,0.004261057744126781,0.004261057744126781,-0.5750026702880859,0.02845071256160736,-0.0038902803789824247,-0.8176474571228027
1746370415,447886180,-0.4836287353515625,-0.24899697265624998,9.734823950195311,0.008522115488253563,0.0010652644360316954,0.004261057744126781,-0.574988067150116,0.027850233018398285,-0.003497103927657008,-0.8176801800727844
1746370415,467892006,-0.49320554199218747,-0.229843359375,9.753977563476562,0.0031957933080950856,0.010652644360316953,0.005326322180158476,-0.5749180316925049,0.02760126255452633,-0.005087549798190594,-0.8177295327186584
1746370415,487934568,-0.507570751953125,-0.229843359375,9.720458740234374,-0.0010652644360316954,0.01597896654047543,0.005326322180158476,-0.5748645067214966,0.02839381992816925,-0.005675976164638996,-0.8177361488342285
1746370415,507873001,-0.51714755859375,-0.229843359375,9.749189160156249,0.0,0.014913702104443734,0.005326322180158476,-0.574821412563324,0.028530417010188103,-0.005634651985019445,-0.8177619576454163
1746370415,527888651,-0.5315127685546874,-0.239420166015625,9.730035546875,0.004261057744126781,0.0031957933080950856,0.0031957933080950856,-0.5747615694999695,0.029541892930865288,-0.0058478121645748615,-0.8177666664123535
1746370415,547887852,-0.507570751953125,-0.24899697265624998,9.730035546875,0.005326322180158476,0.0,0.005326322180158476,-0.5747674703598022,0.028631670400500298,-0.004471471533179283,-0.8178035616874695
1746370415,568033201,-0.49320554199218747,-0.2442085693359375,9.749189160156249,-0.0021305288720633907,0.006391586616190171,0.005326322180158476,-0.5747503042221069,0.027771882712841034,-0.004316884558647871,-0.8178461194038391
1746370415,587881008,-0.45968671875,-0.2537853759765625,9.725247143554688,-0.004261057744126781,0.011717908796348648,0.004261057744126781,-0.5747644305229187,0.02689024619758129,-0.003139524022117257,-0.8178709745407104
1746370415,607992371,-0.45968671875,-0.26336218261718747,9.730035546875,-0.0010652644360316954,0.010652644360316953,0.004261057744126781,-0.574745774269104,0.02712402306497097,-0.002509753219783306,-0.8178786039352417
1746370415,627746832,-0.488417138671875,-0.27293898925781246,9.749189160156249,0.006391586616190171,0.008522115488253563,0.005326322180158476,-0.5746799111366272,0.028499489650130272,-0.0029784180223941803,-0.8178765177726746
1746370415,647914613,-0.507570751953125,-0.2825157958984375,9.725247143554688,0.004261057744126781,0.009587379924285258,0.005326322180158476,-0.5746184587478638,0.029791323468089104,-0.0030816313810646534,-0.8178731799125671
1746370415,667864310,-0.5267243652343749,-0.277727392578125,9.739612353515625,-0.0010652644360316954,0.011717908796348648,0.006391586616190171,-0.5745516419410706,0.03025052882730961,-0.0038902151864022017,-0.8179000020027161
